18,1,One
-42,1,One
-42,1,One
-30,1,One
-18,1,One
-42,1,One
6,1,One
6,1,One
-6,1,One
-6,1,One
-6,1,One
6,1,One
6,1,One
-42,1,One
-42,1,One
18,1,One
18,1,One
-42,1,One
-30,1,One
18,1,One
-6,2,One
-18,2,One
18,2,One
-42,2,One
-6,2,One
-42,2,One
-30,2,One
-18,2,One
6,2,One
-18,2,One
6,2,One
-42,2,One
-42,2,One
-42,2,One
18,2,One
-6,2,One
6,2,One
-42,2,One
18,2,One
-18,2,One
-18,3,One
18,3,One
-30,3,One
18,3,One
-6,3,One
-6,3,One
-6,3,One
-6,3,One
-42,3,One
-6,3,One
6,3,One
6,3,One
-42,3,One
-30,3,One
-42,3,One
-18,3,One
18,3,One
6,3,One
-18,3,One
-30,3,One
-30,4,One
6,4,One
6,4,One
-30,4,One
-6,4,One
-42,4,One
6,4,One
-6,4,One
-18,4,One
-30,4,One
-30,4,One
18,4,One
6,4,One
-42,4,One
-42,4,One
18,4,One
6,4,One
-18,4,One
18,4,One
-18,4,One
-6,5,One
-6,5,One
-42,5,One
-6,5,One
-42,5,One
-6,5,One
-30,5,One
18,5,One
-30,5,One
-30,5,One
18,5,One
-42,5,One
-30,5,One
-18,5,One
6,5,One
-30,5,One
-30,5,One
-18,5,One
6,5,One
18,5,One
6,1,Two
-54,1,Two
-6,1,Two
-54,1,Two
-6,1,Two
-6,1,Two
-6,1,Two
6,1,Two
-18,1,Two
-54,1,Two
18,1,Two
-54,1,Two
-18,1,Two
18,1,Two
18,1,Two
18,1,Two
6,1,Two
-54,1,Two
-18,1,Two
-54,1,Two
-6,2,Two
-18,2,Two
-6,2,Two
-18,2,Two
-18,2,Two
6,2,Two
-42,2,Two
18,2,Two
-54,2,Two
-42,2,Two
-18,2,Two
-42,2,Two
-6,2,Two
18,2,Two
-42,2,Two
-30,2,Two
-42,2,Two
18,2,Two
6,2,Two
-42,2,Two
-30,3,Two
-54,3,Two
-6,3,Two
6,3,Two
-18,3,Two
18,3,Two
-18,3,Two
6,3,Two
6,3,Two
-42,3,Two
-18,3,Two
-18,3,Two
-6,3,Two
6,3,Two
6,3,Two
6,3,Two
-6,3,Two
-42,3,Two
-54,3,Two
-54,3,Two
-54,4,Two
-54,4,Two
-30,4,Two
-6,4,Two
-54,4,Two
-54,4,Two
-6,4,Two
-54,4,Two
-54,4,Two
18,4,Two
6,4,Two
-42,4,Two
-30,4,Two
-18,4,Two
18,4,Two
6,4,Two
6,4,Two
18,4,Two
-18,4,Two
-6,4,Two
-6,5,Two
-54,5,Two
-42,5,Two
18,5,Two
-42,5,Two
-6,5,Two
-30,5,Two
6,5,Two
-54,5,Two
-18,5,Two
-6,5,Two
-30,5,Two
18,5,Two
-30,5,Two
-30,5,Two
-6,5,Two
-18,5,Two
-54,5,Two
-42,5,Two
-54,5,Two
18,1,Three
-6,1,Three
-18,1,Three
6,1,Three
18,1,Three
18,1,Three
-18,1,Three
-30,1,Three
-6,1,Three
-30,1,Three
-42,1,Three
-6,1,Three
-30,1,Three
-42,1,Three
6,1,Three
-54,1,Three
-66,1,Three
18,1,Three
6,1,Three
-18,1,Three
-6,2,Three
-30,2,Three
-18,2,Three
18,2,Three
-42,2,Three
-6,2,Three
-66,2,Three
-18,2,Three
-42,2,Three
-18,2,Three
-6,2,Three
18,2,Three
-54,2,Three
6,2,Three
6,2,Three
-54,2,Three
-66,2,Three
-6,2,Three
-30,2,Three
-18,2,Three
-66,3,Three
-18,3,Three
-66,3,Three
-54,3,Three
-42,3,Three
18,3,Three
6,3,Three
-42,3,Three
-6,3,Three
-18,3,Three
-30,3,Three
18,3,Three
-42,3,Three
18,3,Three
-30,3,Three
6,3,Three
-18,3,Three
-66,3,Three
-30,3,Three
-54,3,Three
-42,4,Three
-30,4,Three
-30,4,Three
-18,4,Three
-42,4,Three
-18,4,Three
-42,4,Three
